n,p,density,reciprocity,seeds,rounds_per_seed,median_realized_compression,p10_realized_compression,median_worst_saving,p10_worst_saving,mean_excluded_latency_rounds,p95_excluded_latency_rounds,abort_rate,exclusion_round_fraction,unsettled_fraction
50,0.97,0.5,1,200,10,0.9569,0.9466,0.6763,0.5969,2.1297,5.0000,0.6135,0.4515,0.1787
50,0.97,0.1,0.8,200,10,0.8801,0.8553,0.1319,0.0000,2.0644,5.0000,0.5770,0.4728,0.1417
50,0.97,0.2,0.8,200,10,0.9162,0.8968,0.4178,0.2296,2.0846,5.0000,0.6015,0.4316,0.1552
50,0.97,0.3,0.8,200,10,0.9322,0.9161,0.5242,0.3859,2.1408,5.0000,0.5910,0.4560,0.1381
50,0.97,0.4,0.8,200,10,0.9414,0.9291,0.5774,0.4833,2.1721,5.0000,0.6175,0.4562,0.1668
50,0.97,0.6,0.8,200,10,0.9532,0.9381,0.6372,0.5607,2.1957,5.0000,0.6070,0.4338,0.1638
50,0.97,0.7,0.8,200,10,0.9566,0.9470,0.6731,0.5961,2.1551,5.0000,0.6105,0.4852,0.1441
50,0.97,0.8,0.8,200,10,0.9584,0.9486,0.6939,0.6044,2.1143,5.0000,0.6120,0.4691,0.1679
50,0.97,0.9,0.8,200,10,0.9607,0.9501,0.7042,0.6285,2.0274,5.0000,0.6055,0.4550,0.1827
50,0.97,1,0.8,200,10,0.9639,0.9541,0.7235,0.6462,2.0289,5.0000,0.6050,0.4722,0.1517
50,0.95,0.5,0,200,10,0.9028,0.8558,0.4915,0.2843,2.8182,7.0000,0.8520,0.4561,0.4952
50,0.95,0.5,0.1,200,10,0.9121,0.8757,0.5169,0.3208,3.0957,7.0000,0.8465,0.5212,0.4699
50,0.95,0.5,0.2,200,10,0.9265,0.8984,0.5730,0.3436,3.0549,7.0000,0.8435,0.5335,0.4430
50,0.95,0.5,0.3,200,10,0.9325,0.9081,0.5981,0.3981,2.9630,7.0000,0.8340,0.5241,0.4239
50,0.95,0.5,0.4,200,10,0.9400,0.9118,0.6275,0.3895,3.1315,7.0000,0.8455,0.5113,0.4466
50,0.95,0.5,0.5,200,10,0.9428,0.9182,0.6502,0.4566,2.8768,7.0000,0.8360,0.5335,0.4630
50,0.95,0.5,0.6,200,10,0.9474,0.9180,0.6677,0.5010,3.0596,7.0000,0.8410,0.5126,0.4611
50,0.95,0.5,0.7,200,10,0.9554,0.9383,0.7268,0.5518,2.9538,7.0000,0.8570,0.5175,0.4793
50,0.95,0.5,0.8,200,10,0.9585,0.9395,0.7194,0.5701,2.9697,7.0000,0.8410,0.4937,0.4498
50,0.95,0.5,0.9,200,10,0.9624,0.9470,0.7455,0.5904,2.9641,7.0000,0.8245,0.5413,0.4010
50,0.95,0.5,1,200,10,0.9649,0.9502,0.7562,0.6511,2.8453,7.0000,0.8285,0.4810,0.4412
50,0.95,0.1,0.8,200,10,0.9112,0.8749,0.4809,0.0995,3.0201,7.0000,0.8490,0.5397,0.4720
50,0.95,0.2,0.8,200,10,0.9366,0.9061,0.6033,0.3633,3.0207,7.0000,0.8470,0.4902,0.4599
50,0.95,0.3,0.8,200,10,0.9476,0.9259,0.6830,0.4975,2.9193,7.0000,0.8430,0.5032,0.4534
50,0.95,0.4,0.8,200,10,0.9537,0.9319,0.6896,0.5316,2.8076,6.0000,0.8280,0.5174,0.4412
50,0.95,0.6,0.8,200,10,0.9630,0.9437,0.7526,0.6124,3.0864,7.0000,0.8480,0.5132,0.4539
50,0.95,0.7,0.8,200,10,0.9654,0.9501,0.7734,0.6294,3.0607,7.0000,0.8500,0.5033,0.4716
50,0.95,0.8,0.8,200,10,0.9682,0.9567,0.7865,0.6759,2.9610,7.0000,0.8450,0.4968,0.4345
50,0.95,0.9,0.8,200,10,0.9701,0.9559,0.8100,0.6756,2.9862,7.0000,0.8375,0.5108,0.4380
50,0.95,1,0.8,200,10,0.9711,0.9594,0.8110,0.6834,3.0488,7.0000,0.8350,0.5152,0.4277
50,0.9,0.5,0,200,10,0.9087,0.8639,0.6122,0.3832,3.1867,8.0000,0.9855,0.6897,0.9401
50,0.9,0.5,0.1,200,10,0.9278,0.8954,0.6560,0.2769,3.6576,8.0000,0.9885,0.5652,0.9458
50,0.9,0.5,0.2,200,10,0.9358,0.9042,0.6976,0.6232,3.6065,8.0000,0.9890,0.5909,0.9410
50,0.9,0.5,0.3,200,10,0.9349,0.8704,0.7160,0.4203,3.8358,8.0000,0.9860,0.5714,0.9354
50,0.9,0.5,0.4,200,10,0.9512,0.8800,0.7418,0.5424,3.6518,8.0000,0.9840,0.6250,0.9246
50,0.9,0.5,0.5,200,10,0.9582,0.9137,0.7765,0.5872,3.8331,8.0000,0.9825,0.6000,0.9110
50,0.9,0.5,0.6,200,10,0.9509,0.9043,0.7429,0.5242,3.1238,7.0000,0.9850,0.6000,0.9366
50,0.9,0.5,0.7,200,10,0.9585,0.9200,0.7781,0.6151,3.5587,8.0000,0.9860,0.7143,0.9416
50,0.9,0.5,0.8,200,10,0.9574,0.9035,0.7692,0.5256,3.4830,7.0000,0.9860,0.6429,0.9491
50,0.9,0.5,0.9,200,10,0.9658,0.9412,0.8190,0.6079,3.6361,8.0000,0.9855,0.8276,0.9403
50,0.9,0.5,1,200,10,0.9716,0.9216,0.8595,0.6183,3.5777,8.0000,0.9920,0.5000,0.9674
50,0.9,0.1,0.8,200,10,0.9325,0.8855,0.6648,0.3189,3.5783,8.0000,0.9920,0.6875,0.9613
50,0.9,0.2,0.8,200,10,0.9377,0.8815,0.7278,0.4893,3.9802,8.0000,0.9840,0.6563,0.9249
50,0.9,0.3,0.8,200,10,0.9525,0.9081,0.7650,0.6022,3.5946,8.0000,0.9890,0.6364,0.9494
50,0.9,0.4,0.8,200,10,0.9636,0.9360,0.7978,0.6628,4.0102,8.0000,0.9820,0.7500,0.9078
50,0.9,0.6,0.8,200,10,0.9657,0.9533,0.8448,0.7067,3.8202,8.0000,0.9895,0.6190,0.9456
50,0.9,0.7,0.8,200,10,0.9694,0.9288,0.8623,0.6619,3.3579,7.0000,0.9880,0.5417,0.9478
50,0.9,0.8,0.8,200,10,0.9710,0.9441,0.8471,0.7559,3.8910,8.0000,0.9870,0.7308,0.9397
50,0.9,0.9,0.8,200,10,0.9729,0.9446,0.8442,0.6899,3.6559,8.0000,0.9850,0.7667,0.9321
50,0.9,1,0.8,200,10,0.9753,0.9636,0.8605,0.7970,3.8700,8.0000,0.9855,0.5862,0.9238
50,0.8,0.5,0,200,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000
50,0.8,0.5,0.1,200,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000
50,0.8,0.5,0.2,200,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000
50,0.8,0.5,0.3,200,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000
50,0.8,0.5,0.4,200,10,0.9488,0.9474,0.8049,0.7620,2.9225,6.0000,0.9990,1.0000,0.9970
50,0.8,0.5,0.5,200,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000
50,0.8,0.5,0.6,200,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000
50,0.8,0.5,0.7,200,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000
50,0.8,0.5,0.8,200,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000
50,0.8,0.5,0.9,200,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000
50,0.8,0.5,1,200,10,0.9241,0.9241,0.6161,0.6161,0.0000,0.0000,0.9995,1.0000,0.9997
50,0.8,0.1,0.8,200,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000
50,0.8,0.2,0.8,200,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000
50,0.8,0.3,0.8,200,10,0.9557,0.9557,0.7816,0.7816,4.9520,9.0000,0.9995,1.0000,0.9975
50,0.8,0.4,0.8,200,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000
50,0.8,0.6,0.8,200,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000
50,0.8,0.7,0.8,200,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000
50,0.8,0.8,0.8,200,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000
50,0.8,0.9,0.8,200,10,0.9660,0.9660,0.8859,0.8859,1.4993,2.0000,0.9995,1.0000,0.9992
50,0.8,1,0.8,200,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000
